name,time,state
Staande_Lamp_4,1509532317519,0
Staande_Lamp_5,1509530556027,0
Staande_Lamp_1,1509533457987,1
Staande_Lamp_2,1509534220053,1
Staande_Lamp_3,1509534432360,0
Staande_Lamp_3,1509534049184,0
Staande_Lamp_3,1509537745534,0
Staande_Lamp_4,1509534088445,1
Staande_Lamp_5,1509534428794,0
Staande_Lamp_1,1509537946748,0
Staande_Lamp_2,1509537141567,1
Staande_Lamp_3,1509536863717,1
Staande_Lamp_3,1509538314456,1
Staande_Lamp_3,1509541104830,0
Staande_Lamp_4,1509539835681,0
Staande_Lamp_5,1509537409871,1
Staande_Lamp_1,1509541005416,0
Staande_Lamp_2,1509542447295,1
Staande_Lamp_3,1509539974801,0
Staande_Lamp_3,1509543470322,0
Staande_Lamp_3,1509542514122,0
Staande_Lamp_4,1509541711139,0
Staande_Lamp_5,1509542876415,0
Staande_Lamp_1,1509545846748,1
Staande_Lamp_2,1509543914467,0
Staande_Lamp_3,1509543650914,1
Staande_Lamp_3,1509547168466,0
Staande_Lamp_3,1509545743219,0
Staande_Lamp_4,1509546438029,1
Staande_Lamp_5,1509545690872,1
Staande_Lamp_1,1509549477821,1
Staande_Lamp_2,1509547085718,1
Staande_Lamp_3,1509549201667,0
Staande_Lamp_3,1509550985600,0
Staande_Lamp_3,1509552037578,1
Staande_Lamp_4,1509550452989,1
Staande_Lamp_5,1509548157530,1
Staande_Lamp_1,1509551216054,1
Staande_Lamp_2,1509551905166,1
Staande_Lamp_3,1509551217088,0
Staande_Lamp_3,1509553532051,0
Staande_Lamp_3,1509553603221,0
Staande_Lamp_4,1509552060711,0
Staande_Lamp_5,1509552411150,1
Staande_Lamp_1,1509555773284,1
Staande_Lamp_2,1509556108100,1
Staande_Lamp_3,1509556434469,0
Staande_Lamp_3,1509555656474,1
Staande_Lamp_3,1509556506276,1
Staande_Lamp_4,1509558083409,0
Staande_Lamp_5,1509557095459,1
Staande_Lamp_1,1509559496228,1
Staande_Lamp_2,1509559624170,1
Staande_Lamp_3,1509558376326,1
Staande_Lamp_3,1509561263915,0
Staande_Lamp_3,1509561830752,0
Staande_Lamp_4,1509560326639,1
Staande_Lamp_5,1509560893786,1
Staande_Lamp_1,1509563463678,1
Staande_Lamp_2,1509562677271,0
Staande_Lamp_3,1509562493818,1
Staande_Lamp_3,1509563267970,1
Staande_Lamp_3,1509564621622,0
Staande_Lamp_4,1509563914588,1
Staande_Lamp_5,1509564180317,0
Staande_Lamp_1,1509566775955,1
Staande_Lamp_2,1509567761688,0
Staande_Lamp_3,1509565149020,1
Staande_Lamp_3,1509566406621,1
Staande_Lamp_3,1509569050243,1
Staande_Lamp_4,1509567093578,1
Staande_Lamp_5,1509566524315,0
Staande_Lamp_1,1509568509077,1
Staande_Lamp_2,1509569340194,1
Staande_Lamp_3,1509568962122,0
Staande_Lamp_3,1509572202146,0
Staande_Lamp_3,1509571325984,0
Staande_Lamp_4,1509572567274,1
Staande_Lamp_5,1509571694482,0
Staande_Lamp_1,1509572662975,0
Staande_Lamp_2,1509572450465,0
Staande_Lamp_3,1509574893457,0
Staande_Lamp_3,1509573730669,0
Staande_Lamp_3,1509576500452,1
Staande_Lamp_4,1509574503143,0
Staande_Lamp_5,1509574571494,0
Staande_Lamp_1,1509576055494,0
Staande_Lamp_2,1509578283418,1
Staande_Lamp_3,1509578158170,1
Staande_Lamp_3,1509578109580,1
Staande_Lamp_3,1509579725225,0
Staande_Lamp_4,1509577477793,0
Staande_Lamp_5,1509578617249,0
Staande_Lamp_1,1509580468425,1
Staande_Lamp_2,1509581221820,1
Staande_Lamp_3,1509581148807,1
Staande_Lamp_3,1509582668962,1
Staande_Lamp_3,1509583906877,1
Staande_Lamp_4,1509583358311,1
Staande_Lamp_5,1509582026948,1
Staande_Lamp_1,1509584034286,0
Staande_Lamp_2,1509585350013,0
Staande_Lamp_3,1509585018889,1
Staande_Lamp_3,1509587029972,0
Staande_Lamp_3,1509586532386,1
Staande_Lamp_4,1509587088321,1
Staande_Lamp_5,1509585711164,1
Staande_Lamp_1,1509586899442,1
Staande_Lamp_2,1509589469655,1
Staande_Lamp_3,1509587525038,1
Staande_Lamp_3,1509589169091,1
Staande_Lamp_3,1509589210563,1
Staande_Lamp_4,1509589455699,0
Staande_Lamp_5,1509587682584,0
Staande_Lamp_1,1509590459575,1
Staande_Lamp_2,1509590737154,0
Staande_Lamp_3,1509591837733,0
Staande_Lamp_3,1509592603839,0
Staande_Lamp_3,1509594528610,0
Staande_Lamp_4,1509593811208,1
Staande_Lamp_5,1509592477589,0
Staande_Lamp_1,1509596445488,1
Staande_Lamp_2,1509593894778,0
Staande_Lamp_3,1509594380066,0
Staande_Lamp_3,1509596561430,1
Staande_Lamp_3,1509597767804,0
Staande_Lamp_4,1509596025351,1
Staande_Lamp_5,1509595331109,0
Staande_Lamp_1,1509599468844,1
Staande_Lamp_2,1509598790722,1
Staande_Lamp_3,1509599885209,1
Staande_Lamp_3,1509599308229,1
Staande_Lamp_3,1509601402255,1
Staande_Lamp_4,1509600068996,0
Staande_Lamp_5,1509599710114,0
Staande_Lamp_1,1509601502456,1
Staande_Lamp_2,1509601290658,0
Staande_Lamp_3,1509601490741,1
Staande_Lamp_3,1509602652357,1
Staande_Lamp_3,1509605290273,1
Staande_Lamp_4,1509604653941,1
Staande_Lamp_5,1509602924870,1
Staande_Lamp_1,1509606491901,0
Staande_Lamp_2,1509606838193,0
Staande_Lamp_3,1509606817441,1
Staande_Lamp_3,1509606801119,1
Staande_Lamp_3,1509608817197,1
Staande_Lamp_4,1509607089923,0
Staande_Lamp_5,1509606467070,0
Staande_Lamp_1,1509610292461,1
Staande_Lamp_2,1509608789987,0
Staande_Lamp_3,1509609535253,1
Staande_Lamp_3,1509609938377,0
Staande_Lamp_3,1509611481814,0
Staande_Lamp_4,1509610314388,0
Staande_Lamp_5,1509610222413,0
Staande_Lamp_1,1509613707506,1
Staande_Lamp_2,1509612829010,1
Staande_Lamp_3,1509614379715,0
Staande_Lamp_3,1509614526787,0
Staande_Lamp_3,1509614462957,0
Staande_Lamp_4,1509612917660,1
Staande_Lamp_5,1509613370003,0
Staande_Lamp_1,1509616982442,1
Staande_Lamp_2,1509616128315,1
Staande_Lamp_3,1509618131837,0
Staande_Lamp_3,1509618623643,1
Staande_Lamp_3,1509619413167,0
Staande_Lamp_4,1509618584714,0
Staande_Lamp_5,1509617225446,1
Staande_Lamp_1,1509621608296,0
Staande_Lamp_2,1509619657214,1
Staande_Lamp_3,1509620936492,1
Staande_Lamp_3,1509620406583,1
Staande_Lamp_3,1509623294571,1
Staande_Lamp_4,1509622509370,1
Staande_Lamp_5,1509620904972,0
Staande_Lamp_1,1509622720665,0
Staande_Lamp_2,1509624031696,0
Staande_Lamp_3,1509623123270,0
Staande_Lamp_3,1509625016099,0
Staande_Lamp_3,1509624964419,1
Staande_Lamp_4,1509626567449,0
Staande_Lamp_5,1509624634097,1
Staande_Lamp_1,1509626128937,0
Staande_Lamp_2,1509627589542,0
Staande_Lamp_3,1509626847726,1
Staande_Lamp_3,1509627425306,1
Staande_Lamp_3,1509628780811,1
Staande_Lamp_4,1509629533140,1
Staande_Lamp_5,1509629126734,0
Staande_Lamp_1,1509631024272,1
Staande_Lamp_2,1509632689654,0
Staande_Lamp_3,1509631408554,0
Staande_Lamp_3,1509633101891,1
Staande_Lamp_3,1509634193533,1
Staande_Lamp_4,1509631310836,1
Staande_Lamp_5,1509632418708,1
Staande_Lamp_1,1509634206404,1
Staande_Lamp_2,1509633739551,0
Staande_Lamp_3,1509634488203,1
Staande_Lamp_3,1509636802339,0
Staande_Lamp_3,1509638655408,0
Staande_Lamp_4,1509635839444,0
Staande_Lamp_5,1509634499180,1
Staande_Lamp_1,1509637578337,0
Staande_Lamp_2,1509639344357,0
Staande_Lamp_3,1509637453903,1
Staande_Lamp_3,1509638571336,0
Staande_Lamp_3,1509641832494,0
Staande_Lamp_4,1509638901767,0
Staande_Lamp_5,1509638720890,1
Staande_Lamp_1,1509641386343,0
Staande_Lamp_2,1509640780027,1
Staande_Lamp_3,1509642480261,1
Staande_Lamp_3,1509643186203,0
Staande_Lamp_3,1509643570586,1
Staande_Lamp_4,1509642961736,1
Staande_Lamp_5,1509642782477,0
Staande_Lamp_1,1509645098035,0
Staande_Lamp_2,1509645528205,0
Staande_Lamp_3,1509644276334,1
Staande_Lamp_3,1509647604270,1
Staande_Lamp_3,1509648301739,1
Staande_Lamp_4,1509647112825,1
Staande_Lamp_5,1509646624292,1
Staande_Lamp_1,1509649866435,0
Staande_Lamp_2,1509649163057,1
Staande_Lamp_3,1509649247464,1
Staande_Lamp_3,1509648926425,1
Staande_Lamp_3,1509650175502,0
Staande_Lamp_4,1509651718316,1
Staande_Lamp_5,1509648525946,0
Staande_Lamp_1,1509652549386,0
Staande_Lamp_2,1509651960488,0
Staande_Lamp_3,1509653735699,0
Staande_Lamp_3,1509654608413,0
Staande_Lamp_3,1509655983284,1
Staande_Lamp_4,1509654735135,0
Staande_Lamp_5,1509652152318,1
Staande_Lamp_1,1509656364808,0
Staande_Lamp_2,1509656431096,0
Staande_Lamp_3,1509656273381,1
Staande_Lamp_3,1509656873288,1
Staande_Lamp_3,1509659763156,0
Staande_Lamp_4,1509658534074,1
Staande_Lamp_5,1509657243968,1
Staande_Lamp_1,1509660529686,1
Staande_Lamp_2,1509659303098,0
Staande_Lamp_3,1509660863340,0
Staande_Lamp_3,1509662180475,1
Staande_Lamp_3,1509663356209,0
Staande_Lamp_4,1509659888467,0
Staande_Lamp_5,1509661702958,0
Staande_Lamp_1,1509663899053,1
Staande_Lamp_2,1509662486915,1
Staande_Lamp_3,1509662156390,0
Staande_Lamp_3,1509664329846,1
Staande_Lamp_3,1509666768432,1
Staande_Lamp_4,1509665090924,0
Staande_Lamp_5,1509665304460,1
Staande_Lamp_1,1509666353457,1
Staande_Lamp_2,1509667827202,0
Staande_Lamp_3,1509668432880,0
Staande_Lamp_3,1509668873839,1
Staande_Lamp_3,1509668980728,1
Staande_Lamp_4,1509667924677,1
Staande_Lamp_5,1509667722592,0
Staande_Lamp_1,1509670112923,1
Staande_Lamp_2,1509670280838,0
Staande_Lamp_3,1509671299316,0
Staande_Lamp_3,1509673453684,0
Staande_Lamp_3,1509672452515,0
Staande_Lamp_4,1509671825969,1
Staande_Lamp_5,1509672234548,1
Staande_Lamp_1,1509675636674,1
Staande_Lamp_2,1509673441777,0
Staande_Lamp_3,1509673396048,1
Staande_Lamp_3,1509676788437,0
Staande_Lamp_3,1509676742465,0
Staande_Lamp_4,1509676821566,1
Staande_Lamp_5,1509676335975,0
Staande_Lamp_1,1509679064036,0
Staande_Lamp_2,1509677076862,1
Staande_Lamp_3,1509678770100,1
Staande_Lamp_3,1509680676407,1
Staande_Lamp_3,1509681220645,1
Staande_Lamp_4,1509678519974,0
Staande_Lamp_5,1509678410857,1
Staande_Lamp_1,1509680699003,0
Staande_Lamp_2,1509680494764,0
Staande_Lamp_3,1509680965865,0
Staande_Lamp_3,1509682853201,0
Staande_Lamp_3,1509684687208,1
Staande_Lamp_4,1509682015961,1
Staande_Lamp_5,1509682205987,0
Staande_Lamp_1,1509684600163,1
Staande_Lamp_2,1509685896857,1
Staande_Lamp_3,1509686428289,0
Staande_Lamp_3,1509686306660,1
Staande_Lamp_3,1509688712290,0
Staande_Lamp_4,1509687263232,1
Staande_Lamp_5,1509686729128,0
Staande_Lamp_1,1509689605504,1
Staande_Lamp_2,1509688569253,1
Staande_Lamp_3,1509689209155,1
Staande_Lamp_3,1509690896377,1
Staande_Lamp_3,1509692493039,1
Staande_Lamp_4,1509691069426,0
Staande_Lamp_5,1509689340843,0
Staande_Lamp_1,1509693842832,0
Staande_Lamp_2,1509693660626,1
Staande_Lamp_3,1509692468640,1
Staande_Lamp_3,1509694566948,1
Staande_Lamp_3,1509695351066,1
Staande_Lamp_4,1509692607932,1
Staande_Lamp_5,1509692313236,1
Staande_Lamp_1,1509694815613,0
Staande_Lamp_2,1509696231040,1
Staande_Lamp_3,1509694742940,0
Staande_Lamp_3,1509696027163,0
Staande_Lamp_3,1509697713980,0
Staande_Lamp_4,1509696771128,1
Staande_Lamp_5,1509696206814,0
Staande_Lamp_1,1509701043329,0
Staande_Lamp_2,1509700774303,0
Staande_Lamp_3,1509699705048,1
Staande_Lamp_3,1509700231425,1
Staande_Lamp_3,1509700988642,1
Staande_Lamp_4,1509699934333,0
Staande_Lamp_5,1509699609109,0
Staande_Lamp_1,1509703694432,1
Staande_Lamp_2,1509704148432,1
Staande_Lamp_3,1509704375757,0
Staande_Lamp_3,1509705862699,0
Staande_Lamp_3,1509704507417,0
Staande_Lamp_4,1509704202687,1
Staande_Lamp_5,1509703906465,0
Staande_Lamp_1,1509708038998,0
Staande_Lamp_2,1509706285264,0
Staande_Lamp_3,1509706071050,1
Staande_Lamp_3,1509706997194,1
Staande_Lamp_3,1509708151692,1
Staande_Lamp_4,1509708830738,0
Staande_Lamp_5,1509707520194,1
Staande_Lamp_1,1509711053226,0
Staande_Lamp_2,1509710863274,0
Staande_Lamp_3,1509709781427,0
Staande_Lamp_3,1509710494943,1
Staande_Lamp_3,1509711853212,0
Staande_Lamp_4,1509712177650,0
Staande_Lamp_5,1509711513072,0
Staande_Lamp_1,1509715362200,0
Staande_Lamp_2,1509715379935,0
Staande_Lamp_3,1509713247616,1
Staande_Lamp_3,1509715942370,1
Staande_Lamp_3,1509715555168,1
Staande_Lamp_4,1509715427882,0
Staande_Lamp_5,1509715432541,1
Staande_Lamp_1,1509718908137,0
Staande_Lamp_2,1509716717061,0
Staande_Lamp_3,1509717538494,1
Staande_Lamp_3,1509718348472,0
Staande_Lamp_3,1509720098388,0
Staande_Lamp_4,1509719711128,0
Staande_Lamp_5,1509719134788,1
Staande_Lamp_1,1509720044335,1
Staande_Lamp_2,1509722683225,1
Staande_Lamp_3,1509720788102,0
Staande_Lamp_3,1509722695449,0
Staande_Lamp_3,1509723999643,1
Staande_Lamp_4,1509721015570,1
Staande_Lamp_5,1509720547557,0
Staande_Lamp_1,1509725799426,1
Staande_Lamp_2,1509723426656,0
Staande_Lamp_3,1509724460726,1
Staande_Lamp_3,1509725837627,0
Staande_Lamp_3,1509727397186,1
Staande_Lamp_4,1509724782827,1
Staande_Lamp_5,1509724227999,1
Staande_Lamp_1,1509729012810,0
Staande_Lamp_2,1509726959883,1
Staande_Lamp_3,1509727852298,1
Staande_Lamp_3,1509730435958,1
Staande_Lamp_3,1509729926504,1
Staande_Lamp_4,1509730840507,1
Staande_Lamp_5,1509730434732,0
Staande_Lamp_1,1509731686835,1
Staande_Lamp_2,1509732458678,0
Staande_Lamp_3,1509733004706,0
Staande_Lamp_3,1509731998900,1
Staande_Lamp_3,1509735153638,1
Staande_Lamp_4,1509732916865,0
Staande_Lamp_5,1509733352947,0
Staande_Lamp_1,1509735173749,1
Staande_Lamp_2,1509736547418,0
Staande_Lamp_3,1509736497269,1
Staande_Lamp_3,1509736363092,1
Staande_Lamp_3,1509737386251,0
Staande_Lamp_4,1509735368869,1
Staande_Lamp_5,1509737000266,0
Staande_Lamp_1,1509740252703,0
Staande_Lamp_2,1509738251540,0
Staande_Lamp_3,1509739798251,0
Staande_Lamp_3,1509741244686,0
Staande_Lamp_3,1509740560860,1
Staande_Lamp_4,1509741518065,1
Staande_Lamp_5,1509738456691,1
Staande_Lamp_1,1509742865162,0
Staande_Lamp_2,1509743729489,1
Staande_Lamp_3,1509741585462,0
Staande_Lamp_3,1509745388953,1
Staande_Lamp_3,1509743914130,1
Staande_Lamp_4,1509744318911,1
Staande_Lamp_5,1509744496668,1
Staande_Lamp_1,1509747510481,0
Staande_Lamp_2,1509746573376,0
Staande_Lamp_3,1509745834419,0
Staande_Lamp_3,1509747489819,1
Staande_Lamp_3,1509747607457,0
Staande_Lamp_4,1509748524671,1
Staande_Lamp_5,1509748242230,1
Staande_Lamp_1,1509749989528,0
Staande_Lamp_2,1509749473281,0
Staande_Lamp_3,1509749919319,1
Staande_Lamp_3,1509750822217,1
Staande_Lamp_3,1509753413592,0
Staande_Lamp_4,1509752229177,0
Staande_Lamp_5,1509749424279,0
Staande_Lamp_1,1509753324425,1
Staande_Lamp_2,1509754897054,1
Staande_Lamp_3,1509753339310,1
Staande_Lamp_3,1509754736085,0
Staande_Lamp_3,1509757414371,0
Staande_Lamp_4,1509754220585,0
Staande_Lamp_5,1509753422641,0
Staande_Lamp_1,1509756402675,0
Staande_Lamp_2,1509758099827,1
Staande_Lamp_3,1509756422647,0
Staande_Lamp_3,1509758925529,1
Staande_Lamp_3,1509760086927,1
Staande_Lamp_4,1509759510388,1
Staande_Lamp_5,1509759189040,0
Staande_Lamp_1,1509761232284,0
Staande_Lamp_2,1509759951245,1
Staande_Lamp_3,1509761555617,0
Staande_Lamp_3,1509761293043,0
Staande_Lamp_3,1509762820588,0
Staande_Lamp_4,1509761085527,1
Staande_Lamp_5,1509760715184,0
Staande_Lamp_1,1509765815822,1
Staande_Lamp_2,1509763921704,1
Staande_Lamp_3,1509763399849,1
Staande_Lamp_3,1509766920698,1
Staande_Lamp_3,1509766641917,1
Staande_Lamp_4,1509766482936,1
Staande_Lamp_5,1509764825977,0
Staande_Lamp_1,1509769416757,0
Staande_Lamp_2,1509767892661,0
Staande_Lamp_3,1509768134786,0
Staande_Lamp_3,1509769922293,0
Staande_Lamp_3,1509768950659,0
Staande_Lamp_4,1509768920202,1
Staande_Lamp_5,1509769492286,1
Staande_Lamp_1,1509771912164,0
Staande_Lamp_2,1509772987099,1
Staande_Lamp_3,1509771929125,1
Staande_Lamp_3,1509772126127,0
Staande_Lamp_3,1509772645659,0
Staande_Lamp_4,1509772716664,1
Staande_Lamp_5,1509771087274,0
Staande_Lamp_1,1509774182036,1
Staande_Lamp_2,1509774780318,1
Staande_Lamp_3,1509774724620,0
Staande_Lamp_3,1509776974618,0
Staande_Lamp_3,1509777234874,1
Staande_Lamp_4,1509776371204,0
Staande_Lamp_5,1509776069451,1
Staande_Lamp_1,1509779975129,1
Staande_Lamp_2,1509779641066,0
Staande_Lamp_3,1509778370459,1
Staande_Lamp_3,1509780862443,0
Staande_Lamp_3,1509781610621,0
Staande_Lamp_4,1509778801419,1
Staande_Lamp_5,1509779769861,1
Staande_Lamp_1,1509781015639,1
Staande_Lamp_2,1509783299105,1
Staande_Lamp_3,1509782848271,1
Staande_Lamp_3,1509784392616,1
Staande_Lamp_3,1509783877208,0
Staande_Lamp_4,1509783756887,1
Staande_Lamp_5,1509784030573,1
Staande_Lamp_1,1509784681673,1
Staande_Lamp_2,1509785786459,0
Staande_Lamp_3,1509785643361,0
Staande_Lamp_3,1509787776446,0
Staande_Lamp_3,1509789093777,1
Staande_Lamp_4,1509786996343,1
Staande_Lamp_5,1509787921980,1
Staande_Lamp_1,1509789202851,0
Staande_Lamp_2,1509789735724,0
Staande_Lamp_3,1509788816309,0
Staande_Lamp_3,1509789508212,1
Staande_Lamp_3,1509790631685,1
Staande_Lamp_4,1509792013746,1
Staande_Lamp_5,1509791174791,1
Staande_Lamp_1,1509794074331,1
Staande_Lamp_2,1509791782761,1
Staande_Lamp_3,1509794586649,0
Staande_Lamp_3,1509795597638,1
Staande_Lamp_3,1509796315686,1
Staande_Lamp_4,1509793824020,1
Staande_Lamp_5,1509792649464,1
Staande_Lamp_1,1509796195107,1
Staande_Lamp_2,1509798018317,0
Staande_Lamp_3,1509795384645,1
Staande_Lamp_3,1509797230622,0
Staande_Lamp_3,1509800292245,0
Staande_Lamp_4,1509796696322,1
Staande_Lamp_5,1509798560653,0
Staande_Lamp_1,1509800919237,1
Staande_Lamp_2,1509800729611,0
Staande_Lamp_3,1509800073661,1
Staande_Lamp_3,1509800102028,0
Staande_Lamp_3,1509803738265,0
Staande_Lamp_4,1509800188830,1
Staande_Lamp_5,1509802202179,1
Staande_Lamp_1,1509804088821,0
Staande_Lamp_2,1509802738937,1
Staande_Lamp_3,1509804389300,0
Staande_Lamp_3,1509804010358,1
Staande_Lamp_3,1509807859785,1
Staande_Lamp_4,1509805404128,0
Staande_Lamp_5,1509805434181,0
Staande_Lamp_1,1509808067170,1
Staande_Lamp_2,1509806209929,0
Staande_Lamp_3,1509806623931,1
Staande_Lamp_3,1509809704966,1
Staande_Lamp_3,1509809659897,1
Staande_Lamp_4,1509809587412,0
Staande_Lamp_5,1509809481774,0
Staande_Lamp_1,1509811899271,0
Staande_Lamp_2,1509812320577,0
Staande_Lamp_3,1509810172265,1
Staande_Lamp_3,1509813099446,0
Staande_Lamp_3,1509814965420,0
Staande_Lamp_4,1509811021820,0
Staande_Lamp_5,1509811195716,1
Staande_Lamp_1,1509814565480,0
Staande_Lamp_2,1509814939469,1
Staande_Lamp_3,1509813372975,0
Staande_Lamp_3,1509815674988,0
Staande_Lamp_3,1509817229711,0
Staande_Lamp_4,1509817296567,0
Staande_Lamp_5,1509815376847,1
Staande_Lamp_1,1509819097168,1
Staande_Lamp_2,1509818483238,1
Staande_Lamp_3,1509817671325,1
Staande_Lamp_3,1509821083250,0
Staande_Lamp_3,1509819462849,0
Staande_Lamp_4,1509820910496,1
Staande_Lamp_5,1509819120565,1
Staande_Lamp_1,1509822978208,0
Staande_Lamp_2,1509822968335,1
Staande_Lamp_3,1509822281012,0
Staande_Lamp_3,1509824350739,1
Staande_Lamp_3,1509823782120,1
Staande_Lamp_4,1509824023921,0
Staande_Lamp_5,1509823215081,0
Staande_Lamp_1,1509825668477,1
Staande_Lamp_2,1509825133472,0
Staande_Lamp_3,1509824130790,1
Staande_Lamp_3,1509826694116,1
Staande_Lamp_3,1509829189125,0
Staande_Lamp_4,1509826222710,0
Staande_Lamp_5,1509827067507,0
Staande_Lamp_1,1509829789475,1
Staande_Lamp_2,1509829086359,0
Staande_Lamp_3,1509830375507,0
Staande_Lamp_3,1509830664275,0
Staande_Lamp_3,1509831997439,1
Staande_Lamp_4,1509830983364,0
Staande_Lamp_5,1509829810182,0
Staande_Lamp_1,1509832678240,0
Staande_Lamp_2,1509833300524,1
Staande_Lamp_3,1509832382673,1
Staande_Lamp_3,1509835451694,0
Staande_Lamp_3,1509836319723,0
Staande_Lamp_4,1509833030290,1
Staande_Lamp_5,1509832950757,1
Staande_Lamp_1,1509836311440,0
Staande_Lamp_2,1509835772752,1
Staande_Lamp_3,1509836902055,1
Staande_Lamp_3,1509838489854,0
Staande_Lamp_3,1509840281270,0
Staande_Lamp_4,1509838437384,1
Staande_Lamp_5,1509837866677,1
Staande_Lamp_1,1509839161779,1
Staande_Lamp_2,1509838602381,0
Staande_Lamp_3,1509839357143,0
Staande_Lamp_3,1509840766177,0
Staande_Lamp_3,1509842065633,0
Staande_Lamp_4,1509841222178,0
Staande_Lamp_5,1509841213933,0
Staande_Lamp_1,1509842637795,0
Staande_Lamp_2,1509844503114,1
Staande_Lamp_3,1509843673656,0
Staande_Lamp_3,1509844494639,1
Staande_Lamp_3,1509846089955,0
Staande_Lamp_4,1509844669394,1
Staande_Lamp_5,1509843395025,0
Staande_Lamp_1,1509848181735,0
Staande_Lamp_2,1509847867146,0
Staande_Lamp_3,1509846490697,0
Staande_Lamp_3,1509847220088,1
Staande_Lamp_3,1509850360993,0
Staande_Lamp_4,1509846925172,1
Staande_Lamp_5,1509847121661,0
Staande_Lamp_1,1509849320991,0
Staande_Lamp_2,1509849660152,1
Staande_Lamp_3,1509851538783,1
Staande_Lamp_3,1509852341359,0
Staande_Lamp_3,1509853373735,1
Staande_Lamp_4,1509851487826,0
Staande_Lamp_5,1509851701989,1
Staande_Lamp_1,1509853778616,1
Staande_Lamp_2,1509854906119,0
Staande_Lamp_3,1509853597691,0
Staande_Lamp_3,1509856212880,0
Staande_Lamp_3,1509856773454,0
Staande_Lamp_4,1509855996348,0
Staande_Lamp_5,1509854800504,0
Staande_Lamp_1,1509857353619,0
Staande_Lamp_2,1509857474678,1
Staande_Lamp_3,1509858637955,0
Staande_Lamp_3,1509860657745,1
Staande_Lamp_3,1509859391852,0
Staande_Lamp_4,1509859201807,0
Staande_Lamp_5,1509857185751,0
Staande_Lamp_1,1509860914676,1
Staande_Lamp_2,1509861641687,1
Staande_Lamp_3,1509861255506,1
Staande_Lamp_3,1509862997185,0
Staande_Lamp_3,1509863849956,0
Staande_Lamp_4,1509863910219,0
Staande_Lamp_5,1509860955264,1
Staande_Lamp_1,1509865753343,0
Staande_Lamp_2,1509865363601,0
Staande_Lamp_3,1509864028594,1
Staande_Lamp_3,1509867640663,1
Staande_Lamp_3,1509866603298,1
Staande_Lamp_4,1509865881206,0
Staande_Lamp_5,1509866494291,1
Staande_Lamp_1,1509867727199,1
